"TA_CODE","TA_NAME","TA_DESC","QDIAL","TA_VERSION","STATE","CATEGORY","AREA","TA_CREATE","TA_LASTMOD"
"064FWF40RaynsPrk","Beverley Brook at Raynes Park","Beverley Brook at Raynes Park Including Beverley Way and Malden Golf Course, London Boroughs of Kingston upon Thames and Merton","173703","5","A","Flood Warning","Kent, South London and East Sussex","2018-03-29","2018-05-23"
"123FWF407","River Dearne at Bolton upon Dearne - Mexborough Road and Riverside Gardens","Bolton upon Dearne including Willow Lane, Mexborough Road, Garbutt Street, Riverside Gardens, Watermead and the sewage works","304073","8","A","Flood Warning","Yorkshire","2017-12-19","2018-02-21"
"064FWF40WorcsPrk","Beverley Brook at Worcester Park","Beverley Brook at Worcester Park, including Motspur Park, London Boroughs of Kingston upon Thames and Sutton","173701","4","A","Flood Warning","Kent, South London and East Sussex","2016-04-05","2016-07-06"
"123FWF408","River Dearne at Harlington","Harlington including Mill Lane","137907","7","A","Flood Warning","Yorkshire","2021-12-17","2022-03-02"
"123FWF409","River Dearne at Bolton upon Dearne - Lowfield Road","Bolton upon Dearne including Lowfield Road","304074","6","A","Flood Warning","Yorkshire","2015-04-02","2015-06-24"
"064FWF41Morden","River Wandle at Morden","River Wandle at Morden, including Morden Hall Park, London Borough of Merton","173806","6","A","Flood Warning","Kent, South London and East Sussex","2016-04-06","2016-07-06"
"064FWF41Wimbledn","River Wandle at Wimbledon","River Wandle at Wimbledon including Colliers Wood, Merton Abbey, Connollys Mill, Summerstown and Wimbledon Stadium, London Borough of Merton","173805","7","A","Flood Warning","Kent, South London and East Sussex","2016-04-06","2016-07-06"
"123FWF410","River Dove from Aldham Bridge to Low Valley including Wombwell Ings Caravan Site","Aldham Bridge including Aldham Crescent and Barnsley Road. Low Valley including Valley Road, Station Road, Bayford Way, Cotterdale Gardens, Stonyford Road, Henry Street and Wombwell Ings Caravan Site","138451","6","A","Flood Warning","Yorkshire","2019-06-27","2019-08-28"
"064FWF43Bromley","Ravensbourne at Bromley","Ravensbourne at Bromley Including Ravensbourne East Branch at Southborough, London Borough of Bromley","173901","5","A","Flood Warning","Kent, South London and East Sussex","2020-01-24","2020-03-18"
"123FWF463","River Rother at Tapton","Tapton, Chesterfield including Brimington Road, Tapton Terrace, Holbeck Close and Crow Lane","137603","6","A","Flood Warning","Yorkshire","2015-04-02","2015-06-24"
"064FWF43Chnbrook","River Quaggy at Chinbrook, Mottingham and Eltham","River Quaggy at Chinbrook, Mottingham and Eltham, London Boroughs of Bromley, Lewisham and Greenwich","173905","5","A","Flood Warning","Kent, South London and East Sussex","2020-01-22","2020-03-18"
"064FWF43ChnMeadows","Properties around Chinbrook Meadows","Properties on Meadow Lane, Amblecote Road and Chinbrook Road at risk of flooding from the River Quaggy at Chinbrook Meadows","317065","1","A","Flood Warning","Kent, South London and East Sussex","2020-01-20","2020-03-18"
"064FWF43Deptford","Ravensbourne at Deptford","Ravensbourne at Deptford, London Boroughs of Lewisham and Greenwich","173902","4","A","Flood Warning","Kent, South London and East Sussex","2016-04-05","2016-07-06"
"064FWF43Lewisham","Ravensbourne at Lewisham","Ravensbourne at Lewisham, Including Ladywell, London Borough of Lewisham","173907","6","A","Flood Warning","Kent, South London and East Sussex","2018-06-12","2018-08-22"
"064FWF43Sndridge","Kyd Brook at Sundridge Park","Kyd Brook at Sundridge Park, Including Chiselhurst, London Borough of Bromley","173904","5","A","Flood Warning","Kent, South London and East Sussex","2016-04-04","2016-07-06"
"121FWF084","River Skerne at Darlington and Great Burdon","Properties and businesses in Darlington and Great Burdon, including Lodge Street, Russell Street, Riverside Way, Ely Close and South Park at the Cricket Ground, Park Place, Hird Street and Swan Street","301016","3","A","Flood Warning","North East","2021-12-23","2022-03-02"
"064FWF51A","River Rother at Etchingham","Etchingham, including areas along the railway east and south of the village","317018","8","A","Flood Warning","Kent, South London and East Sussex","2022-11-18","2022-11-18"
"121FWF088","Lustrum Beck at Newtown Riverside and Hartburn Avenue, Stockton-on-Tees","Properties around Brown's Bridge including Bedford Street and properties adjacent to the Beck at Wrensfield Road and Hartburn Avenue","301058","12","A","Flood Warning","North East","2017-11-22","2017-11-22"
"064FWF51B","River Rother at Robertsbridge","Robertsbridge to Bodiam, including areas along the River Rother","317019","9","A","Flood Warning","Kent, South London and East Sussex","2022-11-18","2022-11-18"
"121FWF107","River Coquet at Lower Rothbury","Properties at Lower Maltings, Rothbury Mart, Gas Works Cottage, Thrum Mill and Burnfoot Lodge","301022","2","A","Flood Warning","North East","2017-08-22","2017-10-18"
"064FWF52A","Winchelsea properties adjacent to the Brede","Winchelsea properties adjacent to the Brede, including parts of the Royal Military Road, Station Road and Winchelsea Lane","317020","6","A","Flood Warning","Kent, South London and East Sussex","2017-08-22","2017-10-19"
"064FWF52B","New Winchelsea Road, Rye","New Winchelsea Road, upstream of Harbour Road Rye","317021","5","A","Flood Warning","Kent, South London and East Sussex","2017-08-22","2017-10-19"
"064FWF53A","Rye properties along the Tillingham","Rye properties along the Tillingham, upstream of Winchelsea Road","012453","6","A","Flood Warning","Kent, South London and East Sussex","2017-08-22","2017-10-19"
"113FWF2F1A","River Teign (Upper) from Clifford Bridge to Chudleigh","riverside properties and roads between Clifford Bridge and Chudleigh, including Clifford Bridge, vulnerable parts of Dunsford, Bridford Mills, Christow Bridge, Doddiscombsleigh, Lower Ashton and Trusham","162151","10","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2011-03-17","2011-06-22"
"064FWF5B1","Speringbrook Sewer (Hamstreet Arm)","Speringbrook Sewer (Hamstreet Arm), between The Street and Bournewood","317056","8","A","Flood Warning","Kent, South London and East Sussex","2021-02-23","2021-05-19"
"064FWF5B2","New Romney Sewage Arm","New Romney Sewage Arm including Littlestone-on-Sea and The Greens","317057","7","A","Flood Warning","Kent, South London and East Sussex","2017-08-22","2017-10-19"
"064FWF6Canterbury","River Great Stour at Canterbury","Great Stour at Canterbury","317024","5","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064FWF6Chartham","Shalmsford Street, Chartham and Thanington","Great Stour from Shalmsford Street to Thanington including Chartham","317025","4","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064FWF6GFerry","Grove Ferry and Plucks Gutter","River Stour at Grove Ferry and Plucks Gutter","317028","4","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"121FWF108","River Coquet at Rothbury","Properties at Upper Maltings, Well Strand, Model Buildings, Riverside, Stepping Stones and Armstrong Cottages","301023","3","A","Flood Warning","North East","2015-11-13","2016-02-24"
"121FWF110","River Coquet at Brinkburn and Weldon","Properties including, Brinkburn Priory, Weldon Bridge and Weldon Mill","131600","7","A","Flood Warning","North East","2011-11-30","2012-02-29"
"121FWF112","River Coquet at Thropton","Properties around Bridge End Cottages and Church Fields","131500","6","A","Flood Warning","North East","2012-07-31","2012-10-24"
"064FWF6Hothfield","Great Stour from Hothfield to Ashford","Great Stour downstream of Hothfield Flood Storage area to South Ashford including Great Chart","317029","4","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064FWF6LenHeath","Great Stour from Lenham Heath to Hothfield","Great Stour from Lenham Heath to Hothfield including Charing Heath, Little Chart and the Hothfield Flood Storage area","317030","4","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064FWF6LStour","Littlebourne, Ickham and Wickhambreaux on the Little Stour","Little Stour at Littlebourne, Ickham and Wickhambreaux including Deerson Valley, Newnham Valley and Preston Valley","317031","7","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"121FWF113","River Wansbeck at Bothal and Sheepwash","Properties at Bothal Village, Sheepwash Bank, Sheepwash Gardens and The Bungalow at Sheepwash","131701","7","A","Flood Warning","North East","2020-10-02","2020-11-25"
"064FWF6Nailbrne","Nailbourne Valley","Communities in the Nailbourne Valley including Lyminge, Elham, Barham, Bridge and Bekesbourne","317032","4","A","Flood Warning","Kent, South London and East Sussex","2018-06-22","2018-08-22"
"031FWFLU60","River Lugg at Bodenham","River Lugg at Bodenham","309038","3","A","Flood Warning","West Midlands","2013-06-06","2013-06-06"
"064FWF6NorthAsh","Great Stour at North Ashford","Great Stour from Ashford to Kennington","317033","3","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064FWF6SouthAsh","South Ashford on the East Stour River, Aylesford Stream, Whytewater Dyke and Ruckinge Dyke","Properties at risk from the East Stour and Whitewater and Ruckinge Dykes including Park Farm, Kingsnorth, the A2070, Beaver and South Ashford","317034","4","A","Flood Warning","Kent, South London and East Sussex","2018-06-22","2018-08-22"
"064FWF6Wye","Wye, Godmersham and Chilham","Great Stour from Wye to Chilham including Godmersham","317036","3","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064FWF8A1","Rivers Eden and Eden Brook from Crowhurst and Blindley Heath to Penshurst","Rivers Eden and Eden Brook from Crowhurst and Blindley Heath to Penshurst including Edenbridge and Hever","317037","10","A","Flood Warning","Kent, South London and East Sussex","2018-03-26","2018-05-23"
"111FWFBRT145","River Brit at Bothenhampton","West Bay Road, Meadowlands, Buttercup Way and Bramble Drive in Bothenhampton","166166","7","A","Flood Warning","Wessex","2015-05-07","2015-06-30"
"121FWF114","River Pont at Kirkley Mill, Fox Covert Lane, Darras Hall and Prestwick Carr","Properties at Kirkley Mill, on the riverside at Fox Covert Lane, Darras Hall and West Road, Prestwick Mill Farm and agricultural land around Prestwick Carr","301060","7","A","Flood Warning","North East","2022-10-27","2022-11-02"
"121FWF115","River Wansbeck at East Mill and Morpeth Riverside Leisure Centre","Properties and low lying areas at East Mill, Wansbeck Street and the Riverside Leisure Centre at Morpeth","301054","7","A","Flood Warning","North East","2015-03-11","2015-06-24"
"064FWF8A3","River Medway between Penshurst and Leigh","River Medway between Penshurst and the Leigh Flood Storage area","317039","11","A","Flood Warning","Kent, South London and East Sussex","2019-12-16","2020-03-18"
"121FWF119","River Font at Netherwitton and Longshaws Mill","Properties and low lying areas around, Cromwell Close, Netherwitton and Longshaws Mill","131700","5","A","Flood Warning","North East","2013-03-27","2013-06-19"
"064FWF8EastPeck","River Medway, Alder Stream, Coult Stream and River Bourne at East Peckham","River Medway and The Bourne at East Peckham, including Little Mill and Hale Street","317040","3","A","Flood Warning","Kent, South London and East Sussex","2018-06-12","2018-08-22"
"064FWF8Lamberhurst","River Teise in Lamberhurst and Goudhurst","Riverside properties on the Teise in Lamberhurst and Goudhurst","317059","6","A","Flood Warning","Kent, South London and East Sussex","2018-03-29","2018-05-23"
"064FWF8LeighVill","River Medway at Leigh Village","Properties at risk of flooding in Leigh Village","317000","2","A","Flood Warning","Kent, South London and East Sussex","2018-06-22","2018-08-22"
"064FWF8LVenice","Little Venice Country Park and Marina","Little Venice Country Park and Marina, including low lying properties in Yalding around Yalding Bridge","317044","5","A","Flood Warning","Kent, South London and East Sussex","2022-03-30","2022-05-25"
"064FWF8PaddWood","Paddock Wood and Laddingford","River Teise and Medway at Paddock Wood and Laddingford","012655","4","A","Flood Warning","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064FWF8Pen","Pen Stream","Pen Stream at Cage Green,
Trench Wood, Higham Wood and
Cage Stair
","173913","1","A","Flood Warning","Kent, South London and East Sussex","2022-10-27","2022-11-03"
"064FWF8Yalding","River Medway, River Teise and River Beult at Yalding","Yalding including Benover and Congelow","317047","5","A","Flood Warning","Kent, South London and East Sussex","2022-03-30","2022-05-25"
"123FWF466","River Rother and Smithy Brook at Renishaw","Properties in Renishaw and Renishaw Lane End","137701","7","A","Flood Warning","Yorkshire","2022-09-14","2022-09-14"
"064FWF9A1","Scrapsgate Drain and Warden Bay Drain","Scrapsgate Drain and Warden Bay Drain on the Isle of Sheppey","012661","6","A","Flood Warning","Kent, South London and East Sussex","2017-08-22","2017-10-19"
"064FWF9A3","Swalecliffe Brook","Swalecliffe Brook, between Honey Hill and Swalecliffe","012542","9","A","Flood Warning","Kent, South London and East Sussex","2017-08-22","2017-10-19"
"064FWF9Gorrell","Gorrell Stream at Whitstable","Gorrell Stream at Whitstable","173912","1","A","Flood Warning","Kent, South London and East Sussex","2022-10-27","2022-11-03"
"064FWF9Pent","Pent Stream at Folkestone","Areas at risk of flooding from the Pent Stream between Folkestone Fire Station and the viaduct including Pavilion Road, Black Bull Road and Bradstone Avenue","317060","4","A","Flood Warning","Kent, South London and East Sussex","2022-10-05","2022-10-26"
"064FWF9UpperPent","Upper Pent Stream at Cheriton and Morehall","Upper Pent Stream at Cheriton and Morehall","317917","1","A","Flood Warning","Kent, South London and East Sussex","2022-09-15","2022-11-10"
"121FWF121","Belford Burn at Belford","Properties and low lying areas around Bluebell Farm, West Street bridge, central bridge and South Road","301091","1","A","Flood Warning","North East","2022-01-10","2022-03-02"
"064FWT1Grain","Isle of Grain and Stoke","Areas at risk of coastal flooding on the Isle of Grain and in Lower Stoke and Middle Stoke","317049","2","A","Flood Warning","Kent, South London and East Sussex","2019-10-16","2019-12-04"
"121FWF123","Waren Burn at Waren Mill","Properties and low lying areas in and around Waren Mill, Budle Bay Caravan Park and Spindlestone Mill","131300","7","A","Flood Warning","North East","2019-10-02","2019-12-04"
"121FWF125","River Wansbeck at Abbey Mills","Properties and low lying areas at Abbey Mills","301055","7","A","Flood Warning","North East","2015-03-11","2015-06-24"
"064FWT1Gravesend","Gravesend and Northfleet","Areas at risk of tidal flooding in Gravesend and Northfleet, including Swanscombe","317050","2","A","Flood Warning","Kent, South London and East Sussex","2019-10-16","2019-12-04"
"064FWT1Medway","Tidal River Medway and Medway estuary","Areas at risk of flooding from the tidal River Medway and the Medway Estuary, including Aylesford, Larkfield, Wouldham, Medway Towns, Upnor, Hoo and Lower Halstow","317052","4","A","Flood Warning","Kent, South London and East Sussex","2020-01-10","2020-03-18"
"052FAGFORNHAM","Groundwater flooding in Fornham St Martin","Areas of Fornham St Martin at risk of groundwater flooding, including Old Hall Lane","212930","3","A","Flood Alert","East Anglia","2019-07-15","2019-08-28"
"064FWT8TidalMed","Tidal River Medway from Allington to Cuxton","Tidal River Medway between Allington and Cuxton","317054","8","A","Flood Warning","Kent, South London and East Sussex","2014-08-07","2014-10-29"
"113FWFCOMBEMAR01","River Umber at Combe Martin","Riverside properties and roads in Combe Martin including Borough Road, Barton Gate Lane, Kingston Avenue, Western Gardens Road, Water Lane, Church Street, Bowling Green Lane and Pound Lane","311020","1","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-13","2021-08-18"
"064WAB6TidalStour","Tidal River Stour area from Fordwich to Stonar Cut","Tidal River Stour area from Fordwich to Stonar Cut including Stodmarsh, Grove Ferry, Plucks Gutter, Ash Level and Minster Marsh","217003","3","A","Flood Alert","Kent, South London and East Sussex","2018-12-20","2019-02-27"
"064WAC1WhitMar","Coast from Whitstable to Margate","Areas at risk of coastal flooding from Whitstable to Margate, including Herne Bay, Reculver, Marshside, Saint Nicholas at Wade, Birchington and Westgate-on-Sea","217005","6","A","Flood Alert","Kent, South London and East Sussex","2018-12-17","2019-02-27"
"064WAC303","Coast from St Margaret's at Cliffe to Sandgate","Areas at risk of coastal flooding from St Margaret's at Cliffe to Sandgate, including Dover and Folkestone","217041","2","A","Flood Alert","Kent, South London and East Sussex","2019-04-01","2019-05-29"
"064WAF321","Upper River Medway","River Medway from Forest Row to Penshurst, including Ashurst","217009","12","A","Flood Alert","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064WAF32MdleMole","River Mole and its tributaries from Kinnersley Manor to South Hersham","River Mole and its tributaries from Kinnersley Manor to South Hersham, including Sidlow, Leigh, Betchworth, Brockham, Pixham, Dorking, Mickleham, Leatherhead, Fetcham, Stoke D'Abernon and Cobham","217012","8","A","Flood Alert","Kent, South London and East Sussex","2022-10-05","2022-10-26"
"064WAF32UpprMole","Upper River Mole, Ifield Brook, Gatwick Stream and Burstow Stream","Ifield Brook, Upper River Mole, Burstow Stream and Salfords Stream including Ifield, Lowfield Heath, Charlwood, Hookwood, Bewbush, Furnace Green, Maidenbower, Crawley, Horley and Copthorne","217014","11","A","Flood Alert","Kent, South London and East Sussex","2022-01-27","2022-03-03"
"064WAF331","Rivers on the Isle of Sheppey","Scrapsgate Drain from the B2008 to the sea, through Minster and Scrapsgate and the Warden Bay Drain from Bay View to the sea, including Warden and surrounding holiday villages","217015","9","A","Flood Alert","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064WAF33Hogsmill","River Hogsmill area from Ewell to Kingston upon Thames","River Hogsmill area from Ewell to Kingston upon Thames, including the Surbiton Stream in Surbiton and the Green Lane Stream between Ewell and Epsom","217017","8","A","Flood Alert","Kent, South London and East Sussex","2020-04-07","2020-05-27"
"064WAF344","North and South Streams","North and South Streams from Eastry and Northbourne to the East of Sandwich, including Finglesham and Hacklinge","217018","14","A","Flood Alert","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064WAF351","River Rother and its tributaries from Turks Bridge to the Royal Military Canal","River Rother and its tributaries from Turks Bridge to the Royal Military Canal, including Crowhurst Bridge, Etchingham, Robertsbridge, Salehurst and Bodiam","217019","13","A","Flood Alert","Kent, South London and East Sussex","2022-09-27","2022-11-03"
"064WAF352","Rivers Tillingham and Brede","River Tillingham, and its tributaries, from Beckley Furnace to Rye, including the Tilling Green Estate to the Railway line and the River Brede, and its tributaries, from Sedlescombe Bridge to Rye, including Winchelsea","217020","11","A","Flood Alert","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064WAF35RiverRythe","River Rythe from Oxshott to Thames Ditton","River Rythe from Oxshott to Thames Ditton, including Long Ditton, Hinchley Wood, Claygate and Esher","217040","4","A","Flood Alert","Kent, South London and East Sussex","2018-09-28","2018-11-28"
"013FWFM12","Black and Clipsley Brooks at Blackbrook, St Helens","Properties on Blackbrook Road and West End Road","305045","1","A","Flood Warning","Greater Manchester, Merseyside and Cheshire","2022-11-02","2022-11-04"
"064WAF361","Hamstreet Sewage Arm","Hamstreet Sewage Arm Speringbrook Sewer from Dukes Meadow and Ruckinge Road, Hamstreet to the Royal Military Canal, including Hamstreet","217021","16","A","Flood Alert","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064WAF43Ravnsbrn","Ravensbourne area in the London Boroughs of Lewisham, Bromley, Greenwich and Croydon","Ravensbourne area in the London Boroughs of Lewisham, Bromley, Greenwich and Croydon. Including the River Quaggy, Kyd Brook, Chaffinch Brook and Pool River","217025","9","A","Flood Alert","Kent, South London and East Sussex","2018-11-28","2019-05-29"
"064WAF6UpStour","Upper River Stour","Communities on the Great Stour from Charing Heath to the A2070 including Ashford, communities on the East Stour, communities on the Whitewater and Ruckinge Dykes and the Aylesford Stream","217028","3","A","Flood Alert","Kent, South London and East Sussex","2018-03-29","2018-08-22"
"064WAF7ShutCray","Shuttle and Cray","River Cray from St Mary's Cray to Crayford, including Hall Place and the River Shuttle from Blackfen through Sidcup to Old Bexley including Lamorbey Park","217030","5","A","Flood Alert","Kent, South London and East Sussex","2021-06-28","2021-08-18"
"064WAF8LowBeult","River Beult from Stilebridge to Hampstead Lock at Yalding","River Beult from Stile Bridge to Hampstead Lock at Yalding, including Marden, Chainhurst, Collier Street and Benover","317914","1","A","Flood Alert","Kent, South London and East Sussex","2022-03-30","2022-05-25"
"064WAF8UpBeult","River Beult from Pluckley and Bethersden to Stilebridge","River Beult from Bethersden and Pluckley to Stile Bridge, including Smarden, Headcorn, Staplehurst and Hawkenbury","317915","2","A","Flood Alert","Kent, South London and East Sussex","2022-07-21","2022-07-21"
"123FWF474","River Rother at Catcliffe","Catcliffe including the area bounded by Orgreave Road, Station Road, Sheffiled Lane and Blue Mans Way","304076","8","A","Flood Warning","Yorkshire","2022-07-05","2022-08-24"
"064WAF9PentStrm","Pent Stream in Folkestone","Pent Stream area from Cheriton to Folkestone Harbour","217037","6","A","Flood Alert","Kent, South London and East Sussex","2022-10-05","2022-10-26"
"034WAF402","Upper Soar catchment","River Soar in Leicestershire including tributaries from Sharnford to the River Wreake confluence at Syston","206004","17","A","Flood Alert","East Midlands","2019-04-12","2019-05-29"
"064WAT1ThamesEst","Coast from Dartford to Allhallows","Areas at risk of tidal flooding from Dartford to Allhallows, including Crayford, Greenhithe, Northfleet, Gravesend and the North Kent Marshes","217039","2","A","Flood Alert","Kent, South London and East Sussex","2019-10-16","2019-12-04"
"065FAG002","Groundwater flooding in Vernham Dean, Upton and the Bourne Valley","Communities at risk of groundwater flooding in Vernham Dean, Upton and the Bourne Valley in North Hampshire including Hurstbourne Tarrant and St Mary Bourne","216001","3","A","Flood Alert","Solent and South Downs","2017-05-18","2017-08-02"
"065FAG007","Groundwater flooding in Littleton, Headbourne, Kings and Martyr Worthy, Easton and Chilland","Communities at risk of groundwater flooding in Littleton, Headbourne Worthy, Kings Worthy, Martyr Worthy, Easton and Chilland","216006","5","A","Flood Alert","Solent and South Downs","2022-07-05","2022-08-24"
"065FAG008","Groundwater flooding in Bishops Sutton","Areas at risk of groundwater flooding in Bishops Sutton, near Alresford in Hampshire","216007","2","A","Flood Alert","Solent and South Downs","2012-12-05","2012-12-05"
"065FAG010","Groundwater flooding in Bramdean and Cheriton","Areas at risk of groundwater flooding in Bramdean and Cheriton in Hampshire","216009","3","A","Flood Alert","Solent and South Downs","2018-03-22","2018-05-23"
"065FAG013","Groundwater flooding in Hambledon","Areas at risk of groundwater flooding in Hambledon in Hampshire","216012","2","A","Flood Alert","Solent and South Downs","2018-03-22","2018-05-23"
"065FAG015","Groundwater flooding in Finchdean, Dean Lane End and Rowlands Castle","Areas at risk of groundwater flooding in Finchdean, Dean Lane End, Idsworth and Rowlands Castle","216014","2","A","Flood Alert","Solent and South Downs","2012-12-05","2012-12-05"
"065FWB3201","Newhaven","Newhaven including Avis Way Industrial estate, Newhaven Marina, the A26, A259, West Quay, Riverside North, Denton Island, and the east bank","316002","6","A","Flood Warning","Solent and South Downs","2020-07-22","2020-08-26"
"065FWC0201","Fawley","Coast at Fawley, including Fawley Power Station and Oil Refinery","316004","9","A","Flood Warning","Solent and South Downs","2020-07-17","2020-08-26"
"065FWC0401","Ocean Village, Southampton","Coast at Ocean Village, Southampton","316006","9","A","Flood Warning","Solent and South Downs","2020-07-17","2020-08-26"
"065FWC0501","Itchen estuary","Tidal areas of the Itchen estuary, including Northam, Millbank, and Crosshouse","316007","9","A","Flood Warning","Solent and South Downs","2020-07-17","2020-08-26"
"065FWC0801","Fareham","Tidal areas of Fareham","316010","9","A","Flood Warning","Solent and South Downs","2020-07-17","2020-08-26"
"113FWFDAWLISH01","Dawlish Water at Dawlish","Dawlish including Overbrook, Brook Street, Alexander Road, Brunswick Place, Brookdale Terrace, Piermont Place, and the riverside lawn area of Dawlish Town Centre","311021","1","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2021-07-13","2021-08-18"
"113FWFEXE04","River Exe at Bolham","Low lying properties and roads in Bolham, including the A396, The Otters, Beeley Orchard, Hartnoll Hotel and Bolham Primary School","162153","4","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2019-08-19","2019-08-19"
"065FWC0802","Portchester","Tidal areas of Portchester","316011","3","A","Flood Warning","Solent and South Downs","2020-07-17","2020-08-26"
"065FWC0901","Port Solent, Farlington and Brockhampton","Tidal areas from North Harbour to Brockhampton, including Port Solent, Horsea Island, Highbury and Farlington Marshes","316012","9","A","Flood Warning","Solent and South Downs","2020-07-17","2020-08-26"
"123FWF477","Holme Brook at Ashgate","Ashgate, Chesterfield including Ashgate Valley Road, Ashgate Road and Chester Street","137608","9","A","Flood Warning","Yorkshire","2015-04-02","2015-06-24"
"065FWC1001","Hilsea","Tidal areas at Hilsea","316013","7","A","Flood Warning","Solent and South Downs","2020-07-20","2020-08-26"
"065FWC1101","Eastern Portsmouth","Tidal areas of Eastern Portsmouth, including Anchorage Park, Baffins, Milton, and Eastney","316014","7","A","Flood Warning","Solent and South Downs","2020-07-20","2020-08-26"
"065FWC1201","Tipner and Stamshaw","Tidal areas including Tipner, Stamshaw, and the Commercial Docks","316015","7","A","Flood Warning","Solent and South Downs","2020-07-20","2020-08-26"
"065FWC1301","Old Portsmouth","Coast at Old Portsmouth","316016","8","A","Flood Warning","Solent and South Downs","2020-07-20","2020-08-26"
"065FWC1302","Southsea","Coast at Southsea","316017","8","A","Flood Warning","Solent and South Downs","2020-07-20","2020-08-26"
"065FWC1401","Langstone and Emsworth","Tidal areas at Langstone and Emsworth","316018","10","A","Flood Warning","Solent and South Downs","2020-07-17","2020-08-26"
"123FWF482","Brook Dike at Wath Upon Dearne","Wath upon Dearne including Stacey Mill House on Mill Lane, West Street, Green Ings Lane and Station Road including the sports centre, works, depot, sewage works and garden centre","138452","6","A","Flood Warning","Yorkshire","2017-11-27","2018-02-21"
"112FWFSTA10A","Stan Moor including Curload and Athelney","Stan Moor including Curload, Athelney and properties along Stanmoor Road","164027","1","A","Flood Warning","Wessex","2012-08-03","2012-10-24"
"112FWFTON20A","River Tone at Taunton, riverside properties","Silk Mills Bridge to Bathpool including Roughmoor Close, Palmerston Road, French Weir, Castle Street and Station Road","164209","10","A","Flood Warning","Wessex","2013-03-26","2013-06-19"
"112FWFWIN10A","Winford Brook at Chew Magna","Chew Magna Reservoir to the River Chew including Dark Lane, Battle Lane, Spratts Bridge, Streamleaze, Silver Street, Streamside, Butham Lane, The Batch, Lower Batch and Norton Lane","164091","7","A","Flood Warning","Wessex","2016-07-27","2016-10-26"
"112FWFWRI10A","River Wriggle at Chetnole","Withyhook Farm to Deep Ford Lane including Heneford Mill, Neals Lane, Mill Lane, Back Lane, Ford Court and Manor Farm","310025","2","A","Flood Warning","Wessex","2017-12-13","2018-02-21"
"113FWFEXE05","River Exe at Tiverton","properties and roads in low lying areas of Tiverton, including Kennedy Way, Bridge Street, West Exe and The Walronds","311002","11","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2017-08-14","2017-10-18"
"113FWFEXE06","River Exe at Tiverton from Petroc College to Mountbatten Trading Estate","low lying properties and roads in Tiverton from Petroc College to Mountbatten Trading Estate, including Tiverton High School, Tiverton and District Hospital, Morrisons Supermarket, Kennedy Way, Tiverton Rugby and Football Grounds, Underhill Park Homes","311004","2","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2017-08-14","2017-10-18"
"112FWFYEO20A","River Yeo from Yeovil to Limington","Downstream of Old Mill Farm area near Yeovil to Weir Bridge near Limington including West Mudford","310021","8","A","Flood Warning","Wessex","2017-12-13","2018-02-21"
"112FWFYEO30B","River Yeo at Yeovilton","Weir Lane, Pyle Lane and Bineham Lane","164042","6","A","Flood Warning","Wessex","2017-12-13","2018-02-21"
"112FWFYEO30C","River Yeo at Ilchester","Kingshams, Limington Road, Lyster Close, Back Lane, Church Street, Almshouse Lane, West Street, High Street, Priory Road, Pill Bridge Lane, Bishops Walk, Friars Close, Canons Gate, Abbots Road and Northover","310023","6","A","Flood Warning","Wessex","2017-12-13","2018-02-21"
"112FWTASH01","Colliters Brook at Ashton Vale","Football ground area including Duckmoor Road Industrial Estate and Bristol Bowling Club","164093","9","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"113FWFEXE08","River Exe at Up Exe and Thorverton","low lying properties and roads in Up Exe and Thorverton, including Latchmoor Green","162154","3","A","Flood Warning","Devon, Cornwall and the Isles of Scilly","2017-08-14","2017-10-18"
"112FWTBLU01","Somerset coast at Blue Anchor, seafront properties","Coastline between Sea Lane End and Blue Anchor Hotel including Blue Anchor Chalets, The Smugglers Hotel and other low lying properties on the seafront","164256","2","A","Flood Warning","Wessex","2018-01-11","2018-02-21"
"112FWTBLU02","Somerset coast at Blue Anchor, properties located behind the seafront","Home Farm Cottages and Hoburne Caravan Site","164257","1","A","Flood Warning","Wessex","2012-03-29","2012-06-27"
